Obs,sampleno,month,day,year,metal,type,siteno,conc1,conc,MDL
3124,242,June,25,2019,Mn,F,7,26.9056,26.9056,0.048474068
3125,243,June,25,2019,Mn,F,8,27.5068,27.5068,0.048474068
3126,244,June,25,2019,Mn,F,9,22.4202,22.4202,0.048474068
3127,245,June,25,2019,Mn,F,10,24.6894,24.6894,0.048474068
3128,246,June,25,2019,Mn,F,11,19.6294,19.6294,0.048474068
3129,247,June,25,2019,Mn,F,12,9.932,9.932,0.048474068
3130,248,June,25,2019,Mn,F,13,8.005,8.005,0.048474068
3131,443,June,25,2019,Mn,W,1,42.1276,42.1276,0.048907668
3132,444,June,25,2019,Mn,W,2,45.9032,45.9032,0.048907668
3133,445,June,25,2019,Mn,W,3,49.9828,49.9828,0.048907668
3134,446,June,25,2019,Mn,W,4,32.6714,32.6714,0.048907668
3135,447,June,25,2019,Mn,W,5,43.6994,43.6994,0.048907668
3136,449,June,25,2019,Mn,W,6,42.8846,42.8846,0.048907668
3137,451,June,25,2019,Mn,W,7,39.3724,39.3724,0.074237726
3138,452,June,25,2019,Mn,W,8,40.592,40.592,0.074237726
3139,453,June,25,2019,Mn,W,9,38.1828,38.1828,0.074237726
3140,455,June,25,2019,Mn,W,10,46.7486,46.7486,0.074237726
3141,456,June,25,2019,Mn,W,11,41.9342,41.9342,0.074237726
3142,457,June,25,2019,Mn,W,12,21.9992,21.9992,0.074237726
3143,458,June,25,2019,Mn,W,13,17.9108,17.9108,0.074237726
3144,233,June,25,2019,Ni,F,1,0.9294,0.9294,0.032015103
3145,235,June,25,2019,Ni,F,2,0.8302,0.8302,0.032015103
3146,236,June,25,2019,Ni,F,3,0.969,0.969,0.032015103
3147,237,June,25,2019,Ni,F,4,1.1644,1.1644,0.032015103
3148,239,June,25,2019,Ni,F,5,0.7666,0.7666,0.032015103
3149,240,June,25,2019,Ni,F,6,1.3014,1.3014,0.032015103
3150,242,June,25,2019,Ni,F,7,0.553,0.553,0.032015103
3151,243,June,25,2019,Ni,F,8,0.5626,0.5626,0.032015103
3152,244,June,25,2019,Ni,F,9,0.4702,0.4702,0.032015103
3153,245,June,25,2019,Ni,F,10,0.3386,0.3386,0.032015103
3154,246,June,25,2019,Ni,F,11,0.4452,0.4452,0.032015103
3155,247,June,25,2019,Ni,F,12,0.255,0.255,0.032015103
3156,248,June,25,2019,Ni,F,13,0.163,0.163,0.032015103
3157,443,June,25,2019,Ni,W,1,1.1074,1.1074,0.078644262
3158,444,June,25,2019,Ni,W,2,1.0904,1.0904,0.078644262
3159,445,June,25,2019,Ni,W,3,1.095,1.095,0.078644262
3160,446,June,25,2019,Ni,W,4,1.4,1.4,0.078644262
3161,447,June,25,2019,Ni,W,5,0.8922,0.8922,0.078644262
3162,449,June,25,2019,Ni,W,6,0.8268,0.8268,0.078644262
3163,451,June,25,2019,Ni,W,7,0.7544,0.7544,0.058002759
3164,452,June,25,2019,Ni,W,8,0.9188,0.9188,0.058002759
3165,453,June,25,2019,Ni,W,9,0.9362,0.9362,0.058002759
3166,455,June,25,2019,Ni,W,10,0.6408,0.6408,0.058002759
3167,456,June,25,2019,Ni,W,11,0.5842,0.5842,0.058002759
3168,457,June,25,2019,Ni,W,12,0.4688,0.4688,0.058002759
3169,458,June,25,2019,Ni,W,13,0.3854,0.3854,0.058002759
3170,233,June,25,2019,Pb,F,1,BDL,0.014535305,0.029070609
3171,235,June,25,2019,Pb,F,2,BDL,0.014535305,0.029070609
3172,236,June,25,2019,Pb,F,3,0.1328,0.1328,0.029070609
3173,237,June,25,2019,Pb,F,4,0.0778,0.0778,0.029070609
3174,239,June,25,2019,Pb,F,5,0.1262,0.1262,0.029070609
3175,240,June,25,2019,Pb,F,6,0.117,0.117,0.029070609
3176,242,June,25,2019,Pb,F,7,0.1154,0.1154,0.029070609
3177,243,June,25,2019,Pb,F,8,0.1476,0.1476,0.029070609
3178,244,June,25,2019,Pb,F,9,0.0826,0.0826,0.029070609
3179,245,June,25,2019,Pb,F,10,0.0574,0.0574,0.029070609
3180,246,June,25,2019,Pb,F,11,0.0656,0.0656,0.029070609
3181,247,June,25,2019,Pb,F,12,BDL,0.014535305,0.029070609
3182,248,June,25,2019,Pb,F,13,BDL,0.014535305,0.029070609
3183,443,June,25,2019,Pb,W,1,1.0066,1.0066,0.008701724
3184,444,June,25,2019,Pb,W,2,0.8624,0.8624,0.008701724
3185,445,June,25,2019,Pb,W,3,1.103,1.103,0.008701724
3186,446,June,25,2019,Pb,W,4,0.2756,0.2756,0.008701724
3187,447,June,25,2019,Pb,W,5,1.151,1.151,0.008701724
3188,449,June,25,2019,Pb,W,6,1.8258,1.8258,0.008701724
3189,451,June,25,2019,Pb,W,7,1.454,1.454,0.007005712
3190,452,June,25,2019,Pb,W,8,1.3308,1.3308,0.007005712
3191,453,June,25,2019,Pb,W,9,1.2066,1.2066,0.007005712
3192,455,June,25,2019,Pb,W,10,1.3066,1.3066,0.007005712
3193,456,June,25,2019,Pb,W,11,1.1474,1.1474,0.007005712
3194,457,June,25,2019,Pb,W,12,0.6122,0.6122,0.007005712
3195,458,June,25,2019,Pb,W,13,0.3318,0.3318,0.007005712
3196,233,June,25,2019,Se,F,1,0.1134,0.1134,0.030943256
3197,235,June,25,2019,Se,F,2,0.1498,0.1498,0.030943256
3198,236,June,25,2019,Se,F,3,0.1384,0.1384,0.030943256
3199,237,June,25,2019,Se,F,4,0.1226,0.1226,0.030943256
3200,239,June,25,2019,Se,F,5,0.1154,0.1154,0.030943256
3201,240,June,25,2019,Se,F,6,0.1132,0.1132,0.030943256
3202,242,June,25,2019,Se,F,7,0.1788,0.1788,0.030943256
3203,243,June,25,2019,Se,F,8,0.1798,0.1798,0.030943256
3204,244,June,25,2019,Se,F,9,0.147,0.147,0.030943256
3205,245,June,25,2019,Se,F,10,0.1414,0.1414,0.030943256
3206,246,June,25,2019,Se,F,11,0.1384,0.1384,0.030943256
3207,247,June,25,2019,Se,F,12,0.095,0.095,0.030943256
3208,248,June,25,2019,Se,F,13,0.0994,0.0994,0.030943256
3209,443,June,25,2019,Se,W,1,0.1738,0.1738,0.007107742
3210,444,June,25,2019,Se,W,2,0.1814,0.1814,0.007107742
3211,445,June,25,2019,Se,W,3,0.1114,0.1114,0.007107742
3212,446,June,25,2019,Se,W,4,0.0968,0.0968,0.007107742
3213,447,June,25,2019,Se,W,5,0.132,0.132,0.007107742
3214,449,June,25,2019,Se,W,6,0.1662,0.1662,0.007107742
3215,451,June,25,2019,Se,W,7,0.1186,0.1186,0.027383937
3216,452,June,25,2019,Se,W,8,0.155,0.155,0.027383937
3217,453,June,25,2019,Se,W,9,0.1602,0.1602,0.027383937
3218,455,June,25,2019,Se,W,10,0.1944,0.1944,0.027383937
3219,456,June,25,2019,Se,W,11,0.169,0.169,0.027383937
3220,457,June,25,2019,Se,W,12,0.1146,0.1146,0.027383937
3221,458,June,25,2019,Se,W,13,0.1186,0.1186,0.027383937
3222,233,June,25,2019,V,F,1,0.9678,0.9678,0.019267592
3223,235,June,25,2019,V,F,2,0.9416,0.9416,0.019267592
3224,236,June,25,2019,V,F,3,1.0414,1.0414,0.019267592
3225,237,June,25,2019,V,F,4,1.0936,1.0936,0.019267592
3226,239,June,25,2019,V,F,5,1.1738,1.1738,0.019267592
3227,240,June,25,2019,V,F,6,1.2792,1.2792,0.019267592
3228,242,June,25,2019,V,F,7,1.7122,1.7122,0.019267592
3229,243,June,25,2019,V,F,8,1.7984,1.7984,0.019267592
3230,244,June,25,2019,V,F,9,1.5044,1.5044,0.019267592
3231,245,June,25,2019,V,F,10,1.598,1.598,0.019267592
3232,246,June,25,2019,V,F,11,1.6222,1.6222,0.019267592
3233,247,June,25,2019,V,F,12,1.0078,1.0078,0.019267592
3234,248,June,25,2019,V,F,13,0.7154,0.7154,0.019267592
3235,443,June,25,2019,V,W,1,1.0566,1.0566,0.031086331
3236,444,June,25,2019,V,W,2,1.1996,1.1996,0.031086331
3237,445,June,25,2019,V,W,3,1.1916,1.1916,0.031086331
3238,446,June,25,2019,V,W,4,1.0916,1.0916,0.031086331
3239,447,June,25,2019,V,W,5,1.379,1.379,0.031086331
3240,449,June,25,2019,V,W,6,1.7476,1.7476,0.031086331
3241,451,June,25,2019,V,W,7,2.0572,2.0572,0.054880598
3242,452,June,25,2019,V,W,8,2.1196,2.1196,0.054880598
3243,453,June,25,2019,V,W,9,1.815,1.815,0.054880598
3244,455,June,25,2019,V,W,10,2.1058,2.1058,0.054880598
3245,456,June,25,2019,V,W,11,1.941,1.941,0.054880598
3246,457,June,25,2019,V,W,12,1.2288,1.2288,0.054880598
3247,458,June,25,2019,V,W,13,0.8748,0.8748,0.054880598
3248,233,June,25,2019,Zn,F,1,11.4888,11.4888,0.688434339
3249,235,June,25,2019,Zn,F,2,25.9282,25.9282,0.688434339
3250,236,June,25,2019,Zn,F,3,44.931,44.931,0.688434339
3251,237,June,25,2019,Zn,F,4,26.0774,26.0774,0.688434339
3252,239,June,25,2019,Zn,F,5,33.4884,33.4884,0.688434339
3253,240,June,25,2019,Zn,F,6,26.2038,26.2038,0.688434339
3254,242,June,25,2019,Zn,F,7,24.5274,24.5274,0.688434339
3255,243,June,25,2019,Zn,F,8,21.4952,21.4952,0.688434339
3256,244,June,25,2019,Zn,F,9,28.0958,28.0958,0.688434339
3257,245,June,25,2019,Zn,F,10,36.8474,36.8474,0.688434339
3258,246,June,25,2019,Zn,F,11,24.9398,24.9398,0.688434339
3259,247,June,25,2019,Zn,F,12,25.159,25.159,0.688434339
3260,248,June,25,2019,Zn,F,13,24.9436,24.9436,0.688434339
3261,443,June,25,2019,Zn,W,1,5.09,5.09,1.156708243
3262,444,June,25,2019,Zn,W,2,6.3454,6.3454,1.156708243
3263,445,June,25,2019,Zn,W,3,6.9702,6.9702,1.156708243
3264,446,June,25,2019,Zn,W,4,28.9478,28.9478,1.156708243
3265,447,June,25,2019,Zn,W,5,9.2082,9.2082,1.156708243
3266,449,June,25,2019,Zn,W,6,13.9056,13.9056,1.156708243
3267,451,June,25,2019,Zn,W,7,13.066,13.066,0.48700501
3268,452,June,25,2019,Zn,W,8,14.4998,14.4998,0.48700501
3269,453,June,25,2019,Zn,W,9,13.1832,13.1832,0.48700501
3270,455,June,25,2019,Zn,W,10,15.1818,15.1818,0.48700501
3271,456,June,25,2019,Zn,W,11,10.408,10.408,0.48700501
3272,457,June,25,2019,Zn,W,12,8.0464,8.0464,0.48700501
3273,458,June,25,2019,Zn,W,13,5.4926,5.4926,0.48700501
3274,147,March,12,2019,Al,F,1,58.58,58.58,9.417115118
3275,148,March,12,2019,Al,F,2,BDL,4.708557559,9.417115118
3276,150,March,12,2019,Al,F,3,BDL,4.708557559,9.417115118
3277,152,March,12,2019,Al,F,6,BDL,4.708557559,9.417115118
3278,153,March,12,2019,Al,F,10,BDL,4.708557559,9.417115118
3279,154,March,12,2019,Al,F,11,BDL,4.708557559,9.417115118
3280,156,March,12,2019,Al,F,12,BDL,4.708557559,9.417115118
3281,45,March,12,2019,Al,W,1,19.3,19.3,9.417115118
3282,47,March,12,2019,Al,W,2,77.68,77.68,9.417115118
3283,48,March,12,2019,Al,W,3,764.2,764.2,9.417115118
3284,50,March,12,2019,Al,W,6,473,473,9.417115118
3285,52,March,12,2019,Al,W,10,102.12,102.12,9.417115118
3286,53,March,12,2019,Al,W,11,105.6,105.6,9.417115118
3287,54,March,12,2019,Al,W,12,112.44,112.44,9.417115118
3288,147,March,12,2019,As,F,1,8.02,8.02,0.026992062
3289,148,March,12,2019,As,F,2,7.84,7.84,0.026992062
3290,150,March,12,2019,As,F,3,8.56,8.56,0.026992062
3291,152,March,12,2019,As,F,6,9.32,9.32,0.026992062
3292,153,March,12,2019,As,F,10,8.94,8.94,0.026992062
3293,154,March,12,2019,As,F,11,8.54,8.54,0.026992062
3294,156,March,12,2019,As,F,12,6.54,6.54,0.026992062
3295,45,March,12,2019,As,W,1,8.14,8.14,0.026992062
3296,47,March,12,2019,As,W,2,8.64,8.64,0.026992062
3297,48,March,12,2019,As,W,3,11.42,11.42,0.026992062
3298,50,March,12,2019,As,W,6,10.02,10.02,0.026992062
3299,52,March,12,2019,As,W,10,9.38,9.38,0.026992062
3300,53,March,12,2019,As,W,11,7.933333333,7.933333333,0.026992062
3301,54,March,12,2019,As,W,12,6.4,6.4,0.026992062
3302,147,March,12,2019,Cd,F,1,0.08,0.08,0.011338934
3303,148,March,12,2019,Cd,F,2,0.08,0.08,0.011338934
3304,150,March,12,2019,Cd,F,3,0.1,0.1,0.011338934
3305,152,March,12,2019,Cd,F,6,0.08,0.08,0.011338934
3306,153,March,12,2019,Cd,F,10,0.04,0.04,0.011338934
3307,154,March,12,2019,Cd,F,11,0.04,0.04,0.011338934
3308,156,March,12,2019,Cd,F,12,BDL,0.005669467,0.011338934
3309,45,March,12,2019,Cd,W,1,0.12,0.12,0.011338934
3310,47,March,12,2019,Cd,W,2,0.14,0.14,0.011338934
3311,48,March,12,2019,Cd,W,3,0.2,0.2,0.011338934
3312,50,March,12,2019,Cd,W,6,0.16,0.16,0.011338934
3313,52,March,12,2019,Cd,W,10,0.06,0.06,0.011338934
3314,53,March,12,2019,Cd,W,11,0.044444444,0.044444444,0.011338934
3315,54,March,12,2019,Cd,W,12,0.04,0.04,0.011338934
3316,147,March,12,2019,Co,F,1,0.28,0.28,0.01
3317,148,March,12,2019,Co,F,2,0.26,0.26,0.01
3318,150,March,12,2019,Co,F,3,0.28,0.28,0.01
3319,152,March,12,2019,Co,F,6,0.22,0.22,0.01
3320,153,March,12,2019,Co,F,10,0.2,0.2,0.01
3321,154,March,12,2019,Co,F,11,0.2,0.2,0.01
3322,156,March,12,2019,Co,F,12,0.16,0.16,0.01
3323,45,March,12,2019,Co,W,1,0.28,0.28,0.01
3324,47,March,12,2019,Co,W,2,0.3,0.3,0.01
3325,48,March,12,2019,Co,W,3,0.46,0.46,0.01
3326,50,March,12,2019,Co,W,6,0.36,0.36,0.01
3327,52,March,12,2019,Co,W,10,0.2,0.2,0.01
3328,53,March,12,2019,Co,W,11,0.177777778,0.177777778,0.01
3329,54,March,12,2019,Co,W,12,0.16,0.16,0.01
3330,147,March,12,2019,Cr,F,1,BDL,0.016690459,0.033380918
3331,148,March,12,2019,Cr,F,2,BDL,0.016690459,0.033380918
3332,150,March,12,2019,Cr,F,3,BDL,0.016690459,0.033380918
3333,152,March,12,2019,Cr,F,6,BDL,0.016690459,0.033380918
3334,153,March,12,2019,Cr,F,10,BDL,0.016690459,0.033380918
3335,154,March,12,2019,Cr,F,11,BDL,0.016690459,0.033380918
3336,156,March,12,2019,Cr,F,12,BDL,0.016690459,0.033380918
3337,45,March,12,2019,Cr,W,1,BDL,0.016690459,0.033380918
3338,47,March,12,2019,Cr,W,2,BDL,0.016690459,0.033380918
3339,48,March,12,2019,Cr,W,3,BDL,0.016690459,0.033380918
3340,50,March,12,2019,Cr,W,6,BDL,0.016690459,0.033380918
3341,52,March,12,2019,Cr,W,10,BDL,0.016690459,0.033380918
3342,53,March,12,2019,Cr,W,11,BDL,0.016690459,0.033380918
3343,54,March,12,2019,Cr,W,12,BDL,0.016690459,0.033380918
3344,147,March,12,2019,Cu,F,1,5.48,5.48,0.038172541
3345,148,March,12,2019,Cu,F,2,5.2,5.2,0.038172541
3346,150,March,12,2019,Cu,F,3,4.64,4.64,0.038172541
3347,152,March,12,2019,Cu,F,6,7.9,7.9,0.038172541
3348,153,March,12,2019,Cu,F,10,4.74,4.74,0.038172541
3349,154,March,12,2019,Cu,F,11,4.72,4.72,0.038172541
3350,156,March,12,2019,Cu,F,12,3.7,3.7,0.038172541
3351,45,March,12,2019,Cu,W,1,6.3,6.3,0.038172541
3352,47,March,12,2019,Cu,W,2,8.52,8.52,0.038172541
3353,48,March,12,2019,Cu,W,3,27.42,27.42,0.038172541
3354,50,March,12,2019,Cu,W,6,24.3,24.3,0.038172541
3355,52,March,12,2019,Cu,W,10,6.36,6.36,0.038172541
3356,53,March,12,2019,Cu,W,11,5.733333333,5.733333333,0.038172541
3357,54,March,12,2019,Cu,W,12,5.16,5.16,0.038172541
3358,147,March,12,2019,Fe,F,1,62.3,62.3,6.700740897
3359,148,March,12,2019,Fe,F,2,34.76,34.76,6.700740897
3360,150,March,12,2019,Fe,F,3,33.4,33.4,6.700740897
3361,152,March,12,2019,Fe,F,6,18.78,18.78,6.700740897
3362,153,March,12,2019,Fe,F,10,14.3,14.3,6.700740897
3363,154,March,12,2019,Fe,F,11,BDL,3.350370449,6.700740897
3364,156,March,12,2019,Fe,F,12,BDL,3.350370449,6.700740897
3365,45,March,12,2019,Fe,W,1,70.58,70.58,6.700740897
3366,47,March,12,2019,Fe,W,2,132.86,132.86,6.700740897
3367,48,March,12,2019,Fe,W,3,535.6,535.6,6.700740897
3368,50,March,12,2019,Fe,W,6,281.6,281.6,6.700740897
3369,52,March,12,2019,Fe,W,10,90.76,90.76,6.700740897
3370,53,March,12,2019,Fe,W,11,68.15555556,68.15555556,6.700740897
3371,54,March,12,2019,Fe,W,12,83.16,83.16,6.700740897
3372,147,March,12,2019,Mn,F,1,276.8,276.8,0.033380918
3373,148,March,12,2019,Mn,F,2,237.8,237.8,0.033380918
3374,150,March,12,2019,Mn,F,3,142.72,142.72,0.033380918
3375,152,March,12,2019,Mn,F,6,24.1,24.1,0.033380918
3376,153,March,12,2019,Mn,F,10,18.66,18.66,0.033380918
3377,154,March,12,2019,Mn,F,11,19.92,19.92,0.033380918
3378,156,March,12,2019,Mn,F,12,9.6,9.6,0.033380918
3379,45,March,12,2019,Mn,W,1,254.2,254.2,0.033380918
3380,47,March,12,2019,Mn,W,2,252,252,0.033380918
3381,48,March,12,2019,Mn,W,3,234,234,0.033380918
3382,50,March,12,2019,Mn,W,6,52.66,52.66,0.033380918
3383,52,March,12,2019,Mn,W,10,24.14,24.14,0.033380918
3384,53,March,12,2019,Mn,W,11,23.17777778,23.17777778,0.033380918
3385,54,March,12,2019,Mn,W,12,16.4,16.4,0.033380918
3386,147,March,12,2019,Ni,F,1,BDL,0.03105295,0.0621059
3387,148,March,12,2019,Ni,F,2,BDL,0.03105295,0.0621059
3388,150,March,12,2019,Ni,F,3,BDL,0.03105295,0.0621059
3389,152,March,12,2019,Ni,F,6,BDL,0.03105295,0.0621059
3390,153,March,12,2019,Ni,F,10,BDL,0.03105295,0.0621059
3391,154,March,12,2019,Ni,F,11,BDL,0.03105295,0.0621059
3392,156,March,12,2019,Ni,F,12,BDL,0.03105295,0.0621059
3393,45,March,12,2019,Ni,W,1,BDL,0.03105295,0.0621059
3394,47,March,12,2019,Ni,W,2,BDL,0.03105295,0.0621059
3395,48,March,12,2019,Ni,W,3,BDL,0.03105295,0.0621059
3396,50,March,12,2019,Ni,W,6,0.4,0.4,0.0621059
3397,52,March,12,2019,Ni,W,10,BDL,0.03105295,0.0621059
3398,53,March,12,2019,Ni,W,11,BDL,0.03105295,0.0621059
3399,54,March,12,2019,Ni,W,12,BDL,0.03105295,0.0621059
3400,147,March,12,2019,Pb,F,1,BDL,0.792800191,1.585600382
3401,148,March,12,2019,Pb,F,2,BDL,0.792800191,1.585600382
3402,150,March,12,2019,Pb,F,3,BDL,0.792800191,1.585600382
3403,152,March,12,2019,Pb,F,6,BDL,0.792800191,1.585600382
3404,153,March,12,2019,Pb,F,10,BDL,0.792800191,1.585600382
3405,154,March,12,2019,Pb,F,11,BDL,0.792800191,1.585600382
3406,156,March,12,2019,Pb,F,12,BDL,0.792800191,1.585600382
3407,45,March,12,2019,Pb,W,1,BDL,0.792800191,1.585600382
3408,47,March,12,2019,Pb,W,2,BDL,0.792800191,1.585600382
3409,48,March,12,2019,Pb,W,3,BDL,0.792800191,1.585600382
3410,50,March,12,2019,Pb,W,6,BDL,0.792800191,1.585600382
3411,52,March,12,2019,Pb,W,10,BDL,0.792800191,1.585600382
3412,53,March,12,2019,Pb,W,11,BDL,0.792800191,1.585600382
3413,54,March,12,2019,Pb,W,12,BDL,0.792800191,1.585600382
3414,147,March,12,2019,Se,F,1,BDL,0.142753534,0.285507068
3415,148,March,12,2019,Se,F,2,0.6,0.6,0.285507068
3416,150,March,12,2019,Se,F,3,0.6,0.6,0.285507068
3417,152,March,12,2019,Se,F,6,BDL,0.142753534,0.285507068
3418,153,March,12,2019,Se,F,10,BDL,0.142753534,0.285507068
3419,154,March,12,2019,Se,F,11,BDL,0.142753534,0.285507068
3420,156,March,12,2019,Se,F,12,BDL,0.142753534,0.285507068
3421,45,March,12,2019,Se,W,1,BDL,0.142753534,0.285507068
3422,47,March,12,2019,Se,W,2,BDL,0.142753534,0.285507068
3423,48,March,12,2019,Se,W,3,BDL,0.142753534,0.285507068
3424,50,March,12,2019,Se,W,6,BDL,0.142753534,0.285507068
3425,52,March,12,2019,Se,W,10,BDL,0.142753534,0.285507068
3426,53,March,12,2019,Se,W,11,BDL,0.142753534,0.285507068
3427,54,March,12,2019,Se,W,12,BDL,0.142753534,0.285507068
3428,147,March,12,2019,V,F,1,0.94,0.94,0.011338934
3429,148,March,12,2019,V,F,2,0.92,0.92,0.011338934
3430,150,March,12,2019,V,F,3,1.12,1.12,0.011338934
3431,152,March,12,2019,V,F,6,1.22,1.22,0.011338934
3432,153,March,12,2019,V,F,10,1.26,1.26,0.011338934
3433,154,March,12,2019,V,F,11,1.22,1.22,0.011338934
3434,156,March,12,2019,V,F,12,0.94,0.94,0.011338934
3435,45,March,12,2019,V,W,1,0.9,0.9,0.011338934
3436,47,March,12,2019,V,W,2,1.02,1.02,0.011338934
3437,48,March,12,2019,V,W,3,1.7,1.7,0.011338934
3438,50,March,12,2019,V,W,6,1.54,1.54,0.011338934
3439,52,March,12,2019,V,W,10,1.3,1.3,0.011338934
3440,53,March,12,2019,V,W,11,1.2,1.2,0.011338934
3441,54,March,12,2019,V,W,12,1,1,0.011338934
3442,147,March,12,2019,Zn,F,1,89.98,89.98,3.503999755
3443,148,March,12,2019,Zn,F,2,42.28,42.28,3.503999755
3444,150,March,12,2019,Zn,F,3,34.94,34.94,3.503999755
3445,152,March,12,2019,Zn,F,6,33.4,33.4,3.503999755
3446,153,March,12,2019,Zn,F,10,33.38,33.38,3.503999755
3447,154,March,12,2019,Zn,F,11,25.6,25.6,3.503999755
3448,156,March,12,2019,Zn,F,12,22.88,22.88,3.503999755
3449,45,March,12,2019,Zn,W,1,27.48,27.48,3.503999755
3450,47,March,12,2019,Zn,W,2,29.04,29.04,3.503999755
3451,48,March,12,2019,Zn,W,3,36.66,36.66,3.503999755
3452,50,March,12,2019,Zn,W,6,57.44,57.44,3.503999755
3453,52,March,12,2019,Zn,W,10,16.52,16.52,3.503999755
3454,53,March,12,2019,Zn,W,11,14.84444444,14.84444444,3.503999755
3455,54,March,12,2019,Zn,W,12,15.02,15.02,3.503999755
3456,172,May,16,2019,Al,F,1,83.1,83.1,9.417115118
3457,173,May,16,2019,Al,F,2,BDL,4.708557559,9.417115118
3458,175,May,16,2019,Al,F,3,57.42,57.42,9.417115118
3459,176,May,16,2019,Al,F,4,74.18,74.18,9.417115118
3460,177,May,16,2019,Al,F,5,77.44,77.44,9.417115118
3461,178,May,16,2019,Al,F,6,65.16,65.16,9.417115118
3462,179,May,16,2019,Al,F,7,103,103,9.417115118
3463,181,May,16,2019,Al,F,8,74.62,74.62,9.417115118
3464,182,May,16,2019,Al,F,9,116.86,116.86,9.417115118
3465,183,May,16,2019,Al,F,10,115.24,115.24,9.417115118
3466,184,May,16,2019,Al,F,11,120.12,120.12,9.417115118
3467,186,May,16,2019,Al,F,12,100.04,100.04,9.417115118
3468,187,May,16,2019,Al,F,13,82.32,82.32,9.417115118
3469,71,May,16,2019,Al,W,1,1111,1111,9.417115118
3470,72,May,16,2019,Al,W,2,867.6666667,867.6666667,9.417115118
3471,73,May,16,2019,Al,W,3,1007.8,1007.8,9.417115118
3472,74,May,16,2019,Al,W,4,1137.2,1137.2,9.417115118
3473,76,May,16,2019,Al,W,5,1392.5,1392.5,9.417115118
3474,77,May,16,2019,Al,W,6,1346.2,1346.2,9.417115118
3475,78,May,16,2019,Al,W,7,2298,2298,9.417115118
3476,79,May,16,2019,Al,W,8,1667.8,1667.8,9.417115118
3477,81,May,16,2019,Al,W,9,151.34,151.34,9.417115118
3478,82,May,16,2019,Al,W,10,1875.681818,1875.681818,9.417115118
3479,83,May,16,2019,Al,W,11,2055,2055,9.417115118
3480,84,May,16,2019,Al,W,12,1329.6,1329.6,9.417115118
3481,86,May,16,2019,Al,W,13,1290,1290,9.417115118
3482,172,May,16,2019,As,F,1,21.16,21.16,0.026992062
3483,173,May,16,2019,As,F,2,BDL,0.013496031,0.026992062
3484,175,May,16,2019,As,F,3,21.5,21.5,0.026992062
3485,176,May,16,2019,As,F,4,20.9,20.9,0.026992062
3486,177,May,16,2019,As,F,5,18.04,18.04,0.026992062
3487,178,May,16,2019,As,F,6,19.14,19.14,0.026992062
3488,179,May,16,2019,As,F,7,17.46,17.46,0.026992062
3489,181,May,16,2019,As,F,8,16.96,16.96,0.026992062
3490,182,May,16,2019,As,F,9,11.6,11.6,0.026992062
3491,183,May,16,2019,As,F,10,11.22,11.22,0.026992062
3492,184,May,16,2019,As,F,11,10.96,10.96,0.026992062
3493,186,May,16,2019,As,F,12,5.08,5.08,0.026992062
3494,187,May,16,2019,As,F,13,2.84,2.84,0.026992062
3495,71,May,16,2019,As,W,1,23.8,23.8,0.026992062
3496,72,May,16,2019,As,W,2,22.03333333,22.03333333,0.026992062
3497,73,May,16,2019,As,W,3,26.78,26.78,0.026992062
3498,74,May,16,2019,As,W,4,26.5,26.5,0.026992062
3499,76,May,16,2019,As,W,5,24.425,24.425,0.026992062
3500,77,May,16,2019,As,W,6,25.52,25.52,0.026992062
3501,78,May,16,2019,As,W,7,29.4,29.4,0.026992062
3502,79,May,16,2019,As,W,8,26.52,26.52,0.026992062
3503,81,May,16,2019,As,W,9,11.64,11.64,0.026992062
3504,82,May,16,2019,As,W,10,17.11363636,17.11363636,0.026992062
3505,83,May,16,2019,As,W,11,15.3,15.3,0.026992062
3506,84,May,16,2019,As,W,12,8.56,8.56,0.026992062
3507,86,May,16,2019,As,W,13,4.34,4.34,0.026992062
3508,172,May,16,2019,Cd,F,1,0.04,0.04,0.011338934
3509,173,May,16,2019,Cd,F,2,BDL,0.005669467,0.011338934
3510,175,May,16,2019,Cd,F,3,0.06,0.06,0.011338934
3511,176,May,16,2019,Cd,F,4,0.04,0.04,0.011338934
3512,177,May,16,2019,Cd,F,5,0.04,0.04,0.011338934
3513,178,May,16,2019,Cd,F,6,BDL,0.005669467,0.011338934
3514,179,May,16,2019,Cd,F,7,0.06,0.06,0.011338934
3515,181,May,16,2019,Cd,F,8,0.08,0.08,0.011338934
3516,182,May,16,2019,Cd,F,9,0.06,0.06,0.011338934
3517,183,May,16,2019,Cd,F,10,0.04,0.04,0.011338934
3518,184,May,16,2019,Cd,F,11,0.06,0.06,0.011338934
3519,186,May,16,2019,Cd,F,12,BDL,0.005669467,0.011338934
3520,187,May,16,2019,Cd,F,13,BDL,0.005669467,0.011338934
3521,71,May,16,2019,Cd,W,1,0.2,0.2,0.011338934
3522,72,May,16,2019,Cd,W,2,0.066666667,0.066666667,0.011338934
3523,73,May,16,2019,Cd,W,3,0.14,0.14,0.011338934
3524,74,May,16,2019,Cd,W,4,0.2,0.2,0.011338934
3525,76,May,16,2019,Cd,W,5,0.225,0.225,0.011338934
3526,77,May,16,2019,Cd,W,6,0.22,0.22,0.011338934
3527,78,May,16,2019,Cd,W,7,0.32,0.32,0.011338934
3528,79,May,16,2019,Cd,W,8,0.26,0.26,0.011338934
3529,81,May,16,2019,Cd,W,9,0.04,0.04,0.011338934
